StatId	DisplayName_en	Description_en	DisplayName_ru	Description_ru	IconName
CONS_FOOD_Sausage_Piled	Dried Sausage Links	Infused with copious amounts of garlic and cooked in mulled wine.	Кольца сушеной колбасы	Эта колбаса обильно сдобрена чесноком и сварена в вине с пряностями.	Item_CONS_GEN_Food_Meat_Sausage_A_Piled_A
CONS_FOOD_Sausage_Piled_B	Dried Sausage Links	Infused with copious amounts of garlic and cooked in mulled wine.	Кольца сушеной колбасы	Эта колбаса обильно сдобрена чесноком и сварена в вине с пряностями.	Item_CONS_GEN_Food_Meat_Sausage_B_Rope_A
CONS_FOOD_Seafood	Seafood Bouillabaisse	A visit to any of the Sword Coast's major ports isn't complete until you've tasted this popular stew of haddock, cod, clams and mussels, sprinkled with a pinch of fennel. 	Морское попурри	Визит в любой из крупных портов Побережья Мечей будет неполон, если вы не отведаете это популярное блюдо из морского окуня, трески, моллюсков и мидий со щепоткой сладкого укропа.	Item_CONS_GEN_Food_Bowl_Soup_Shrimp_Rich_A
CONS_FOOD_Soup	Vegetable Broth	A rich mix of vegetables, simmered for hours and topped with a piece of juicy tofu.	Овощной бульон	Ароматная смесь овощей, много часов томившаяся на маленьком огне и приправленная сверху сочным куском тофу.	Item_CONS_GEN_Food_Bowl_Soup_Onion_A
CONS_FOOD_Soup_Mushroom	Mushroom Soup	Simmered for hours on a low fire until a generous helping of mushrooms were rendered soft and creamy.	Грибной суп	Грибы долго варились на медленном огне, пока не стали мягкими и нежными.	Item_CONS_GEN_Food_Bowl_Soup_Mushroom_Rich_A
CONS_FOOD_Soup_Onion	Onion Soup	A soul-warming broth of slow-cooked beef and caramelised onions, finished with a dash of Cormyrian Red.	Луковый суп	Согревающий душу супчик с отварной говядиной и обжаренным лучком. Для вкуса добавлено немного кормирского красного.	Item_CONS_GEN_Food_Bowl_Soup_Onion_Rich_A
CONS_FOOD_Soup_Peas	Split Pea Soup	This soup has been mashed to a smooth paste, in the rustic style of the Dalelands.	Гороховый суп	Этот суп истолчен в густое пюре, как часто делают жители Долин.	Item_CONS_GEN_Food_Bowl_Soup_Peas_Rich_A
CONS_FOOD_Soup_Pumpkin	Pumpkin Soup	Creamy and smooth, this soup tastes like a winter evening spent by a warm hearth.	Тыквенный суп	Этот густой и нежный суп напоминает о тепле домашнего очага в холодный зимний вечер.	Item_CONS_GEN_Food_Soup_A_Pumpkin
CONS_FOOD_Soup_Shrimp	Spicy Shrimp Soup	Many a tavern in Baldur's Gate has its own version of this soup - to be eaten at your own risk.	Острый суп с креветками	Почти в каждой таверне Врат Балдура имеется свой вариант этого рецепта. Ешьте на свой страх и риск.	Item_CONS_GEN_Food_Bowl_Soup_Shrimp_A
CONS_FOOD_Soup_Vegetable	Everything Soup	Also called 'Welcome Soup', this broth is named for the halfling tradition of frantically raiding the pantry or garden upon the unexpected arrival of a guest.	Суп "Все на свете"	Похлебка, также известная как "Гости на пороге", обязана своим названием бытующему среди полуросликов обычаю при появлении гостя судорожно сметать в кастрюлю все, что попадется под руку в кладовке или на огороде.	Item_CONS_GEN_Food_Bowl_Soup_Vegetable_A
CONS_FOOD_Stew	Murky Stew	Cooked over a campfire for hours, the ingredients of this sodden dish have lost all resemblance to any foods you know.	Непонятная похлебка	Это... нечто готовили на костре несколько часов. Все ингредиенты разварились до полной неузнаваемости.	Item_CONS_GEN_Food_Stew_B
CONS_FOOD_Turkey	Roast Turkey	Doused with red wine and garnished with oranges and grapes, this roast turkey has a sophisticated but sweet taste.	Жареная индейка	Эта жареная индейка, пропитанная красным вином и поданная с апельсинами и виноградом, отличается чудесным утонченным вкусом.	Item_CONS_GEN_Food_Turkey_A
CONS_FOOD_Vegetable_Carrot	Turnip	Easy to grow in the humid Sword Coast and even easier to carry around, turnips end up in many an adventurer's stew.	Репа	Репа отлично растет во влажном климате Побережья Мечей и долго хранится, поэтому часто оказывается в котелках путешественников.	Item_CONS_FOOD_Vegetable_Turnip_A
CONS_FOOD_Vegetable_Carrot_A_Rotten	Rotten Carrot	A bendy carrot, suffused with light and dark splotches.	Гнилая морковь	Кривая морковка, покрытая темными и светлыми пятнами.	Item_CONS_FOOD_Vegetable_Carrot_A_Rotten
CONS_FOOD_Vegetable_Garlic	Garlic	Beneath this bulb's pungent aroma hides a subtle sweetness and an unrivalled depth of flavour.	Чеснок	Зубчики с острым запахом и насыщенным, даже чуть сладковатым вкусом.	Item_CONS_FOOD_GEN_Vegetable_Garlic_A
CONS_FOOD_Vegetable_Lettuce	Head of Lettuce	This humble head is well past its prime. Its outer leaves are slimy and soft, and a thin brown liquid leaks from the stem.	Кочан салата	Этот кочан давно пора выкинуть: внешний слой листьев пожух и покрылся слизью, из кочерыжки вытекает бурая жидкость.	Item_CONS_FOOD_Vegetable_Lettuce_A
CONS_FOOD_Vegetable_Pepper	Red Pepper	Known regionally as a 'chime pepper' or 'whip pepper', this mild vegetable can be dried and crushed to make a flavourful seasoning that forms the basis of many central Faerûnian stews.	Красный перец	Это растение, известное как "колокольчиковый" или "хлыстовый" перец, активно используют в засушенном и молотом виде в качестве приправы к похлебкам по всему центральному Фаэруну.	Item_CONS_FOOD_Vegetable_Pepper_A
CONS_FOOD_Vegetable_Potato	Potato	A knobbly, dependable staple of every household across Faerûn, poor and wealthy alike.	Картофель	Основа пищевого рациона любой фаэрунской семьи — от беднейших до самых богатых.	Item_CONS_FOOD_Vegetable_Potato_A
CONS_FOOD_Vegetable_Potato_Boiled	Boiled Potato	A soft, hot potato filled with garlicky butter and herbs.	Вареный картофель	Горячая картофелина с начинкой из масла с чесноком и травами.	Item_CONS_GEN_FOOD_Vegetable_Potato_A_Boiled
CONS_FOOD_Vegetable_Pumpkin	Carnival Squash	Though this squash can be cooked into a rich meal, it's striped pattern makes it a popular autumn decoration.	Полосатая тыква	Из этой тыквы можно приготовить что-нибудь вкусное, но из-за яркой окраски ее часто используют как сезонное украшение.	Item_CONS_FOOD_Squash_A
