EntryName	Type	DisplayName_en	Description_en	DisplayName_ru	Description_ru
GOB_PRIESTESS_ABSOLUTEWORD_BANE	StatusData	Word of the Absolute: Bane		Слово Абсолют: порча	
GOB_PRIESTESS_ABSOLUTEWORD_SHIELD	StatusData	Word of the Absolute: Shield of Faith		Слово Абсолют: щит веры	
GOB_PRIESTESS_STATUE_DESTROY	StatusData	Telekinesis Effect	Priestess Gut draws on the Absolute's might to fell a great statue with her mind.	Эффект телекинеза	Жрица Кишка использует силу Абсолют, чтобы повалить великую статую силой своего разума.
GOB_RECKLESS_ATTACK	StatusData	Crude Frenzy	The goblin's next attack will have &lt;LSTag Tooltip="Disadvantage"&gt;Disadvantage&lt;/LSTag&gt; on its &lt;LSTag Tooltip="AttackRoll"&gt;Attack Roll&lt;/LSTag&gt;.	Дикое бешенство	Следующая атака гоблина получит &lt;LSTag Tooltip="Disadvantage"&gt;помеху&lt;/LSTag&gt; к &lt;LSTag Tooltip="AttackRoll"&gt;броску атаки&lt;/LSTag&gt;.
GOB_ROASTINGDWARF_CONSUME	StatusData	Meat Sweats		Мясные сладости	
GOB_SMALLPOISON	StatusData	Ingested Poisoned Beer	Beer mixed with a deadly toxin courses through the character's veins, slowly killing it.	Выпито отравленное пиво	Смертоносный яд, подмешанный в пиво, растекается по жилам персонажа, медленно убивая его.
GOB_TIEDTOTORTURERACK	StatusData	Restrained	Shackled to a torture rack and unable to move.	Обездвиженность	Прикован к дыбе и не может двигаться.
GOB_TIEDTOTORTURERACK_TORTURED	StatusData	Restrained	Shackled to a torture rack. Unable to move and in severe pain.	Обездвиженность	Прикован к дыбе и не может двигаться. Испытывает сильнейшую боль.
GOB_TORTURED	StatusData	Tortured	Has &lt;LSTag Tooltip="Disadvantage"&gt;Disadvantage&lt;/LSTag&gt; on Constitution &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throws&lt;/LSTag&gt;.	Пытки	Получает &lt;LSTag Tooltip="Disadvantage"&gt;помеху&lt;/LSTag&gt; при &lt;LSTag Tooltip="SavingThrow"&gt;испытаниях&lt;/LSTag&gt; выносливости.
GOB_WARPAINT	StatusData	War Paint	Decorated with worg dung.	Боевая раскраска	Боевая раскраска пометом варга.
GOB_WolfPens_WILDSHAPE_BEAR	StatusData	Wild Shape: Cave Bear		Дикий облик: пещерный медведь	
GREAT_WEAPON_MASTER_BONUS_ATTACK	StatusData	Great Weapon Master: Bonus Attack	Can make a melee attack as a bonus action.	Мастер двуручного оружия: бонусная атака	В качестве бонусного действия может выполнить атаку ближнего боя.
GROUNDED	StatusData	Grounded	You cannot be moved by any external force - be it magical or mundane. 	Недвижимость	Вас не может сдвинуть с места никакая внешняя сила – ни материальная, ни магическая. 
GUIDANCE	StatusData	Guidance	Gains a +1d4 bonus to &lt;LSTag Tooltip="AbilityCheck"&gt;Ability Checks&lt;/LSTag&gt;.	Наставление	Имеет бонус 1d4 к &lt;LSTag Tooltip="AbilityCheck"&gt;проверкам характеристик&lt;/LSTag&gt;.
GUIDING_BOLT	StatusData	Guiding Bolt	The next &lt;LSTag Tooltip="AttackRoll"&gt;Attack Roll&lt;/LSTag&gt; made against this creature has &lt;LSTag Tooltip="Advantage"&gt;Advantage&lt;/LSTag&gt;.	Направляющий луч	Следующий &lt;LSTag Tooltip="AttackRoll"&gt;бросок атаки&lt;/LSTag&gt; против этого существа получает &lt;LSTag Tooltip="Advantage"&gt;преимущество&lt;/LSTag&gt;.
HAG_BROKEN_PROMISES	StatusData	Broken Promises	&lt;LSTag Tooltip="Strength"&gt;Strength&lt;/LSTag&gt; is increased by 2 until the next Long Rest. Upon resting, Strength is indefinitely reduced by 1.	Нарушенные обещания	&lt;LSTag Tooltip="Strength"&gt;Сила&lt;/LSTag&gt; увеличивается на 2 до следующего долгого отдыха. После отдыха сила навсегда уменьшается на 1.
HAG_BROKEN_PROMISES_DRAWBACK	StatusData	Broken Promises	&lt;LSTag Tooltip="Strength"&gt;Strength&lt;/LSTag&gt; is indefinitely reduced by 1.	Нарушенные обещания	&lt;LSTag Tooltip="Strength"&gt;Сила&lt;/LSTag&gt; навсегда уменьшается на 1.
HAG_CORPSEROOT	StatusData	Tied Down	Vines encase the corpse, holding it tightly in place.	Привязанные	Труп опутывают лианы, крепко удерживая его на месте.
HAG_DETOX	StatusData	Refreshed	Suddenly feeling a lot better.	Прилив энергии	Самочувствие внезапно улучшается.
HAG_DISGUISE	StatusData	Human Form		Человеческий облик	
HAG_DISGUISE_MAYRINA	StatusData	%%% EMPTY		ПУСТО	
HAG_DISGUISE_PIG	StatusData	Pig Form		Облик свиньи	
HAG_DISGUISE_SHEEP	StatusData	Sheep Form		Облик овцы	
HAG_DOUBLES	StatusData	Hag's Trickery	Is this Ethel - or an illusion?	Фокусы карги	Это Этель... или иллюзия?
HAG_FALTERING_WILL	StatusData	Faltering Will	&lt;LSTag Tooltip="Disadvantage"&gt;Disadvantage&lt;/LSTag&gt; on Wisdom &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throws&lt;/LSTag&gt; until rest.	Слабоволие	&lt;LSTag Tooltip="Disadvantage"&gt;Помеха&lt;/LSTag&gt; при &lt;LSTag Tooltip="SavingThrow"&gt;испытаниях&lt;/LSTag&gt; мудрости до отдыха.
HAG_FEVER	StatusData	Feverish	Increasingly feverish. &lt;LSTag Tooltip="Disadvantage"&gt;Disadvantage&lt;/LSTag&gt; on &lt;LSTag Tooltip="AbilityCheck"&gt;Ability Checks&lt;/LSTag&gt; and &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throws&lt;/LSTag&gt; using Strength.	Лихорадка	Развивается лихорадка. &lt;LSTag Tooltip="Disadvantage"&gt;Помеха&lt;/LSTag&gt; при &lt;LSTag Tooltip="AbilityCheck"&gt;проверках&lt;/LSTag&gt; и &lt;LSTag Tooltip="SavingThrow"&gt;испытаниях&lt;/LSTag&gt; силы.
HAG_FILTHFEVER	StatusData	Filth Fever	Crushed by fever. &lt;LSTag Tooltip="Disadvantage"&gt;Disadvantage&lt;/LSTag&gt; on &lt;LSTag Tooltip="AttackRoll"&gt;Attack Rolls&lt;/LSTag&gt;, and &lt;LSTag Tooltip="AbilityCheck"&gt;Ability Checks&lt;/LSTag&gt; and &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throws&lt;/LSTag&gt; using Strength.	Масляная лихорадка	Лихорадка прогрессирует. &lt;LSTag Tooltip="Disadvantage"&gt;Помеха&lt;/LSTag&gt; при &lt;LSTag Tooltip="AttackRoll"&gt;бросках атаки&lt;/LSTag&gt;, &lt;LSTag Tooltip="AbilityCheck"&gt;проверках&lt;/LSTag&gt; и &lt;LSTag Tooltip="SavingThrow"&gt;испытаниях&lt;/LSTag&gt; силы.
HAG_FLESHROT	StatusData	Flesh Rot	Flesh is decaying. &lt;LSTag Tooltip="Disadvantage"&gt;Disadvantage&lt;/LSTag&gt; on &lt;LSTag Tooltip="AbilityCheck"&gt;Ability Checks&lt;/LSTag&gt; and &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throws&lt;/LSTag&gt; using Charisma. Vulnerable to all damage.	Гангрена	Плоть разлагается. &lt;LSTag Tooltip="Disadvantage"&gt;Помеха&lt;/LSTag&gt; при &lt;LSTag Tooltip="AbilityCheck"&gt;проверках&lt;/LSTag&gt; и &lt;LSTag Tooltip="SavingThrow"&gt;испытаниях&lt;/LSTag&gt; харизмы. Уязвимость ко всем типам урона.
HAG_FORCEFIELD_1	StatusData	Hands Off, Petal	Ethel disapproves, dearie. &lt;LSTag Tooltip="Disadvantage"&gt;Disadvantage&lt;/LSTag&gt; on Wisdom &lt;LSTag Tooltip="AbilityCheck"&gt;Checks&lt;/LSTag&gt;.	Руки прочь, золотце	Тетушка Этель против! &lt;LSTag Tooltip="Disadvantage"&gt;Помеха&lt;/LSTag&gt; при &lt;LSTag Tooltip="AbilityCheck"&gt;проверках&lt;/LSTag&gt; мудрости.
HAG_FORCEFIELD_2	StatusData	Hands Off, Petal	Ethel disapproves, dearie. &lt;LSTag Tooltip="Disadvantage"&gt;Disadvantage&lt;/LSTag&gt; on &lt;LSTag Tooltip="AbilityCheck"&gt;Ability Checks&lt;/LSTag&gt; and &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throws&lt;/LSTag&gt; using Wisdom.	Руки прочь, золотце	Тетушка Этель против! &lt;LSTag Tooltip="Disadvantage"&gt;Помеха&lt;/LSTag&gt; при &lt;LSTag Tooltip="AbilityCheck"&gt;проверках&lt;/LSTag&gt; и &lt;LSTag Tooltip="SavingThrow"&gt;испытаниях&lt;/LSTag&gt; мудрости.
HAG_FORCEFIELD_3	StatusData	Hands Off, Petal	Ethel disapproves, dearie. &lt;LSTag Tooltip="Disadvantage"&gt;Disadvantage&lt;/LSTag&gt; on &lt;LSTag Tooltip="AbilityCheck"&gt;Ability Checks&lt;/LSTag&gt; and &lt;LSTag Tooltip="SavingThrow"&gt;Saving Throws&lt;/LSTag&gt; using Wisdom.	Руки прочь, золотце	Тетушка Этель против! &lt;LSTag Tooltip="Disadvantage"&gt;Помеха&lt;/LSTag&gt; при &lt;LSTag Tooltip="AbilityCheck"&gt;проверках&lt;/LSTag&gt; и &lt;LSTag Tooltip="SavingThrow"&gt;испытаниях&lt;/LSTag&gt; мудрости.
HAG_FORCEFIELD_FEAR	StatusData	Foolish Little Pup	Shouldn't have done that, petal. Frightened.	Маленький глупый щенок	"Ох и зря ты это, золотце!" Испуг.
HAG_HAGEYED	StatusData	Paid the Price	You have a +[1] bonus to Intimidation &lt;LSTag Tooltip="AbilityCheck"&gt;Checks&lt;/LSTag&gt;, but &lt;LSTag Tooltip="Disadvantage"&gt;Disadvantage&lt;/LSTag&gt; on Perception Checks. Additionally, you have Disadvantage when attacking Hags.	Цена уплачена	Вы получаете бонус в виде +[1] к &lt;LSTag Tooltip="AbilityCheck"&gt;проверкам&lt;/LSTag&gt; на запугивание, но при этом страдаете от &lt;LSTag Tooltip="Disadvantage"&gt;помехи&lt;/LSTag&gt; при проверках на внимание. Кроме того, вы получаете помеху к атакам против карги.
HAG_HAGPULSE	StatusData	%%% EMPTY		ПУСТО	
HAG_HAGPULSEAURA	StatusData	%%% EMPTY		ПУСТО	
HAG_HAIR_STR	StatusData	Auntie Ethel's Boon	Eating Ethel's hairy scalp has granted you a permanent boost to Strength.	Угощение тетушки Этель	Съев волосатый скальп тетушки Этель, вы получаете постоянный бонус к силе.
HAG_HEART_OF_STONE	StatusData	Heart of Stone	Resistant to poison damage until rest.	Каменное сердце	Устойчивость к урону ядом до следующего отдыха.
HAG_INSANITYS_KISS	StatusData	Insanity's Kiss	Hostile to all other creatures for the condition's duration.	Поцелуй безумия	Враждебность ко всем остальным существам на протяжении действия состояния.
HAG_LOST_TIME	StatusData	Lost Time	&lt;LSTag Tooltip="ArmourClass"&gt;Armour Class&lt;/LSTag&gt; is reduced by 2. Can't take reactions.	Потерянное время	&lt;LSTag Tooltip="ArmourClass"&gt;КБ&lt;/LSTag&gt; снижается на 2, не может выполнять ответные действия.
HAG_LOVERS_AVARICE	StatusData	Lover's Avarice	&lt;LSTag Tooltip="Wisdom"&gt;Wisdom&lt;/LSTag&gt; is indefinitely reduced by 1.	Алчность любовника	&lt;LSTag Tooltip="Wisdom"&gt;Мудрость&lt;/LSTag&gt; навсегда уменьшается на 1.
HAG_MASK	StatusData	Ephemeral Whispers	Tempted by Ethel's whispers.	Бесплотный шепот	Шепот Этель делает свое черное дело.
HAG_MASKOFREGRET	StatusData	Curse of Regret	Takes [1] every turn, and is vulnerable to Psychic damage. Deal damage to remove this condition.	Проклятие сожаления	Получает [1] каждый ход и имеет уязвимость к психическому урону. Нанесите урон, чтобы вывести из этого состояния.
HAG_MASKOFREGRET_DAMAGE	StatusData	Curse of Regret	Takes [1] every turn, and is vulnerable to Psychic damage for the duration.	Проклятие сожаления	Получает [1] каждый ход и в течение всего времени действия имеет уязвимость к психическому урону.
HAG_MASKOFSERVITUDE	StatusData	Boon of Servitude	&lt;LSTag Tooltip="ArmourClass"&gt;Armour Class&lt;/LSTag&gt; increased by 2. Regains [1] each turn.	Дар служения	&lt;LSTag Tooltip="ArmourClass"&gt;Класс брони&lt;/LSTag&gt; увеличивается на 2. Восстанавливает [1] каждый ход.
HAG_MASK_ADDUMMY	StatusData	%%% EMPTY		ПУСТО	
HAG_MASK_CONTROLIMMUNE	StatusData	Voice of Reason	Your Oath echoes in your mind, keeping Auntie Ethel's whispers at bay - for now.	Голос разума	Слова клятвы эхом отдаются в вашем сознании, заглушая – до поры до времени – нашептывания тетушки Этель.
HAG_MASK_CONTROLLED	StatusData	Hag's Pawn	Ethel has taken control. Condition lasts until mask is removed or spellcaster is dead.	Пешка карги	Находится под контролем Этель. Состояние сохраняется, пока маска не будет снята или колдующий не умрет.
HAG_MASK_CONTROLLED_NPC	StatusData	Hag's Pawn	Ethel has taken control. Condition lasts until mask is removed or spellcaster is dead.	Пешка карги	Находится под контролем Этель. Состояние сохраняется, пока маска не будет снята или колдующий не умрет.
HAG_MASK_CONTROLLED_PALADIN	StatusData	%%% EMPTY			
